"Case#","DATE OF OCCURRENCE","BLOCK","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","WARD","X COORDINATE","Y COORDINATE","LATITUDE","LONGITUDE","OBJECT TYPE"
"JD389467","10/05/2020 13:40","002XX W 103RD ST","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","GAS STATION","N","N","511","9","1176618","1836644","41.70709533","-87.62883442","P"
"JD393423","10/09/2020 2:56","004XX S FRANKLIN ST","ASSAULT","SIMPLE","SIDEWALK","N","N","122","25","1174390","1898283","41.87628892","-87.63516022","P"
"JD398615","10/09/2020 10:00","016XX W JULIAN ST","THEFT","FROM BUILDING","RESIDENCE - YARD (FRONT / BACK)","N","N","1433","2","1165142","1909891","41.90834355","-87.6687855","P"
"JD393784","10/09/2020 12:50","007XX W DIVERSEY PKWY","ASSAULT","SIMPLE","RESIDENCE - PORCH / HALLWAY","N","N","1934","44","1170960","1918833","41.93275517","-87.64715037","P"
"JD394286","10/09/2020 19:17","008XX N CENTRAL PARK AVE","NARCOTICS","MANUFACTURE / DELIVER - CRACK","SIDEWALK","Y","N","1121","27","1152233","1905273","41.89593597","-87.71632889","P"
"JD398198","10/09/2020 16:30","041XX N ALBANY AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1724","33","1154980","1927311","41.95635533","-87.70564718","P"
"JD396682","10/09/2020 17:00","085XX S VINCENNES AVE","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","622","21","1173250","1848198","41.73887608","-87.64082762","P"
"JD393759","10/09/2020 12:13","015XX N DAMEN AVE","THEFT","RETAIL THEFT","DEPARTMENT STORE","Y","N","1424","1","1162794","1909952","41.90856054","-87.67740914","P"
"JD394090","10/09/2020 17:00","004XX E 34TH ST","ASSAULT","SIMPLE","GROCERY FOOD STORE","N","N","211","4","1179925","1882604","41.83313943","-87.61531921","P"
"JD394254","10/09/2020 19:20","036XX N CICERO AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1634","30","1143732","1923649","41.94652511","-87.7470902","P"
"JD393920","10/09/2020 14:01","062XX N FRANCISCO AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","ALLEY","Y","N","2413","50","1155880","1941221","41.99450697","-87.70196165","P"
"JD394334","10/09/2020 20:35","033XX N CLIFTON AVE","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","1924","44","1168028","1922333","41.94242322","-87.65782376","P"
"JD398848","10/09/2020 9:30","084XX S VERNON AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","632","6","1180829","1849086","41.74114214","-87.61303262","P"
"JD398521","10/09/2020 21:30","075XX S CARPENTER ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","612","17","1170618","1854867","41.75723442","-87.65027678","P"
"JD393935","10/09/2020 15:15","048XX N CENTRAL AVE","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1623","45","1138133","1931441","41.96801033","-87.76748157","P"
"JD398368","10/08/2020 18:00","045XX W OGDEN AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE","OTHER (SPECIFY)","N","N","1013","22","1146570","1887238","41.84655561","-87.73758781","P"
"JD394822","10/09/2020 17:00","029XX S DR MARTIN LUTHER KING JR DR","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","133","4","1179389","1885691","41.84162265","-87.61719144","P"
"JD398123","10/07/2020 11:58","082XX S VERNON AVE","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","N","N","631","6","1180681","1850380","41.74469642","-87.61353522","P"
"JE189428","4/04/2021 17:00","115XX S YALE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","Y","Y","522","34","1176675","1828470","41.6846634","-87.6288705","P"
"JD469604","12/26/2020 03:12:00 AM","009XX E 76TH ST","ASSAULT","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","Y","624","8","1183737","1854814","41.75679309","-87.60219968","P"
"JE223647","5/08/2021 13:45","052XX S HARPER AVE","BATTERY","DOMESTIC BATTERY SIMPLE","HOTEL / MOTEL","N","Y","234","4","1187174","1870653","41.80017577","-87.58910149","P"
"JE130060","2/01/2021 17:20","001XX E OAK ST","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","N","N","1833","42","1177127","1907237","41.90079763","-87.62483955","P"
"JE129034","2/01/2021 10:00","015XX E 69TH PL","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","332","5","1187780","1859216","41.76877732","-87.58724308","P"
"JD393399","10/09/2020 0:28","057XX N MAPLEWOOD AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","2011","40","1158296","1937970","41.98553687","-87.69316389","P"
"JD397259","10/09/2020 23:30","003XX W 109TH PL","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","513","34","1176031","1832313","41.69522359","-87.63111332","P"
"JD394043","10/09/2020 16:40","001XX S KEDZIE AVE","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","SIDEWALK","N","N","1124","28","1155070","1899228","41.87929144","-87.70607144","P"
"JD393844","10/09/2020 13:48","047XX S MICHIGAN AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","224","3","1177954","1873716","41.808795","-87.62282078","P"
"JD394801","10/09/2020 14:09","004XX E 63RD ST","ROBBERY","ARMED - HANDGUN","CONVENIENCE STORE","N","N","312","20","1180454","1863341","41.78026798","-87.61396982","P"
"JD393441","10/09/2020 2:44","010XX W ROOSEVELT RD","NARCOTICS","MANUFACTURE / DELIVER - HALLUCINOGEN","STREET","Y","N","1232","25","1169840","1894888","41.86707313","-87.65196511","P"
"JD394881","10/09/2020 7:30","052XX N DELPHIA AVE","THEFT","$500 AND UNDER","OTHER (SPECIFY)","N","N","1614","41","1117975","1933590","41.97424885","-87.84155748","P"
"JE129717","2/01/2021 20:58","063XX S CAMPBELL AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","825","16","1160793","1862605","41.77867703","-87.68607066","P"
"JD393623","10/09/2020 2:00","026XX W MONTROSE AVE","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","APARTMENT","N","N","1911","47","1158105","1929128","41.9612779","-87.69410903","P"
"JD394345","10/09/2020 21:08","083XX S BENNETT AVE","ASSAULT","SIMPLE","RESIDENCE","N","N","412","8","1190313","1849980","41.74337227","-87.57825564","P"
"JD397806","10/05/2020 12:00","114XX S FOREST AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","N","N","531","9","1180289","1829115","41.68635151","-87.61562106","P"
"JD393892","10/09/2020 14:00","005XX E 42ND PL","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","214","4","1180529","1876944","41.81759409","-87.6132771","P"
"JD398564","09/21/2020 12:00:00 PM","030XX W 62ND ST","THEFT","OVER $500","APARTMENT","N","Y","823","16","1157317","1863373","41.78085563","-87.69879324","P"
"JD394405","10/09/2020 18:30","007XX W LAKE ST","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1214","27","1171203","1901678","41.88567557","-87.64676199","P"
"JE189050","4/04/2021 9:58","015XX W 77TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","612","17","1167287","1853665","41.75400789","-87.66251874","P"
"JD394703","10/09/2020 13:00","005XX N STATE ST","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE - GARAGE","N","N","1831","42","1176273","1904005","41.89194817","-87.62807389","P"
"JD393449","10/09/2020 4:59","025XX S ALBANY AVE","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","APARTMENT","Y","Y","1033","12","1156106","1886824","41.84523269","-87.70260201","P"
"JD394131","10/09/2020 17:33","065XX S MARYLAND AVE","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","RESIDENCE","N","N","321","20","1183018","1861856","41.77613376","-87.60461602","P"
"JD394435","10/09/2020 23:00","115XX S RACINE AVE","BATTERY","SIMPLE","SIDEWALK","N","N","524","34","1170403","1828116","41.68383041","-87.65184079","P"
"JD394347","10/09/2020 20:20","022XX N WESTERN AVE","ASSAULT","SIMPLE","SIDEWALK","N","Y","1432","32","1159996","1914852","41.92206475","-87.6875521","P"
"JD395747","10/09/2020 11:00","010XX N LA SALLE DR","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","STREET","N","N","1824","27","1174948","1907242","41.90086045","-87.63284292","P"
"JD394545","10/09/2020 14:00","066XX S RHODES AVE","BURGLARY","UNLAWFUL ENTRY","APARTMENT","N","N","321","20","1181041","1861166","41.77428608","-87.6118847","P"
"JE129658","2/01/2021 19:00","029XX N NEWLAND AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","2511","36","1129582","1918669","41.9331132","-87.79921624","P"
"JD393985","10/09/2020 15:50","002XX S HOYNE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","Y","1225","27","1162441","1898947","41.87836934","-87.67901419","P"
"JD362943","9/10/2020 16:40","020XX N TRIPP AVE","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","SIDEWALK","N","N","2522","35","1147719","1913271","41.91797118","-87.73270231","P"
"JD394302","10/09/2020 20:10","032XX W 64TH ST","BATTERY","SIMPLE","RESIDENCE - YARD (FRONT / BACK)","N","N","823","17","1155935","1862005","41.7771295","-87.70389668","P"
"JE188884","4/04/2021 2:00","073XX S INDIANA AVE","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","323","6","1178868","1856492","41.76150987","-87.61999256","P"
"JD390069","10/05/2020 21:03","081XX S LAFLIN ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","614","21","1167754","1850668","41.7457737","-87.66089318","P"
"JD396757","10/09/2020 17:00","022XX W WASHINGTON BLVD","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","N","N","1223","27","1161450","1900645","41.88304947","-87.68260565","P"
"JD470136","12/26/2020 04:35:00 PM","035XX W FIFTH AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1133","28","1152735","1898001","41.87597093","-87.71467769","P"
"JE129094","2/01/2021 11:28","033XX W 13TH ST","THEFT","$500 AND UNDER","APARTMENT","N","Y","1021","24","1154334","1893845","41.86453465","-87.7089177","P"
"JD397765","10/07/2020 11:38","034XX N HAMLIN AVE","OTHER OFFENSE","HARASSMENT BY TELEPHONE","STREET","N","N","1732","30","1150453","1922531","41.94332843","-87.72241496","P"
"JD473732","8/09/2020 13:00","051XX S KEATING AVE","ASSAULT","SIMPLE","RESIDENCE","N","N","815","14","1145561","1870175","41.79975139","-87.74172203","P"
"JE129310","2/01/2021 13:00","091XX S LOOMIS ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","2222","21","1168601","1844105","41.72774569","-87.65797831","P"
"JD394642","10/09/2020 19:30","035XX W BLOOMINGDALE AVE","THEFT","OVER $500","STREET","N","N","1422","26","1152869","1911709","41.91358438","-87.71382227","P"
"JD393431","10/09/2020 3:21","079XX S WABASH AVE","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","N","N","623","6","1178086","1852475","41.75050452","-87.62298021","P"
"JD393442","10/09/2020 4:10","019XX W 79TH ST","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","Y","N","611","17","1164917","1852279","41.75025489","-87.67124311","P"
"JD394289","10/09/2020 18:00","056XX W BELMONT AVE","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1633","30","1138058","1920707","41.93855656","-87.76801769","P"
"JD394204","10/09/2020 18:40","015XX W CHICAGO AVE","THEFT","RETAIL THEFT","DEPARTMENT STORE","N","N","1215","1","1165878","1905431","41.89608933","-87.66620922","P"
"JD394376","10/09/2020 18:39","019XX E 96TH ST","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","Y","Y","431","7","1190999","1841700","41.72063461","-87.57600908","P"
"JD393422","10/09/2020 2:55","133XX S CARONDOLET AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","433","10","1198440","1817101","41.65294961","-87.54957473","P"
"JD396664","10/09/2020 16:30","029XX W FERDINAND ST","BURGLARY","FORCIBLE ENTRY","COMMERCIAL / BUSINESS OFFICE","N","N","1221","27","1156671","1903148","41.89001604","-87.70008659","P"
"JE129641","2/01/2021 19:00","021XX N MILWAUKEE AVE","THEFT","$500 AND UNDER","STREET","N","N","1431","1","1158758","1913984","41.91970839","-87.69212472","P"
"JD396226","10/09/2020 17:20","049XX S WINCHESTER AVE","THEFT","OVER $500","RESIDENCE - PORCH / HALLWAY","N","N","931","15","1164190","1871793","41.80381922","-87.67335838","P"
"JE121926","1/07/2021 18:58","060XX W WELLINGTON AVE","THEFT","FROM BUILDING","RESIDENCE","N","N","2511","30","1135409","1919311","41.9347733","-87.7777868","P"
"JD396812","10/09/2020 17:00","014XX S BLUE ISLAND AVE","BURGLARY","FORCIBLE ENTRY","CONSTRUCTION SITE","N","N","1233","25","1168333","1893062","41.86209513","-87.65755025","P"
"JD397810","10/03/2020 1:00","028XX S CHRISTIANA AVE","BATTERY","SIMPLE","OTHER (SPECIFY)","N","N","1032","22","1154493","1884964","41.84016098","-87.70857122","P"
"JD393480","10/09/2020 6:00","108XX S TORRENCE AVE","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","434","10","1195567","1833703","41.69857858","-87.55954111","P"
"JD393626","10/09/2020 9:45","0000X S SPRINGFIELD AVE","NARCOTICS","MANUFACTURE / DELIVER -  HEROIN (WHITE)","SIDEWALK","Y","N","1122","28","1150398","1899587","41.880369","-87.72321699","P"
"JD393532","10/09/2020 8:20","0000X E GARFIELD BLVD","ROBBERY","STRONG ARM - NO WEAPON","CTA BUS STOP","N","N","225","20","1177772","1868448","41.79434325","-87.62364784","P"
"JD394104","10/09/2020 17:30","009XX N DAMEN AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1212","2","1162902","1906185","41.89822134","-87.67711826","P"
"JD398430","09/29/2020 07:00:00 AM","006XX W FULTON ST","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","OTHER (SPECIFY)","N","N","1214","42","1172070","1902098","41.886809","-87.64356582","P"
"JD393898","10/09/2020 14:55","001XX N STATE ST","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","111","42","1176352","1900918","41.88347549","-87.62787697","P"
"JD470690","12/26/2020 10:00:00 PM","048XX W MONROE ST","THEFT","$500 AND UNDER","APARTMENT","N","N","1533","28","1144183","1899224","41.87949185","-87.7460472","P"
"JD394279","10/09/2020 19:38","029XX W 25TH ST","THEFT","$500 AND UNDER","RESIDENCE","N","N","1033","12","1157226","1887262","41.84641197","-87.69847984","P"
"JD394807","10/09/2020 21:50","006XX W HUBBARD ST","THEFT","$500 AND UNDER","STREET","N","N","1214","27","1171651","1903301","41.89011934","-87.64506905","P"
"JD469817","12/26/2020 10:30:00 AM","018XX S HAMLIN AVE","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1014","24","1151343","1890803","41.85624621","-87.71997748","P"
"JD337265","08/18/2020 10:00:00 AM","047XX S KEDVALE AVE","THEFT","OVER $500","RESIDENCE","N","N","815","14","1149493","1872856","41.80703328","-87.72723278","P"
"JD398141","9/04/2020 0:00","034XX W ADAMS ST","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","Y","1123","28","1153415","1898859","41.8783119","-87.71215816","P"
"JE129567","2/01/2021 17:30","071XX S JEFFERY BLVD","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","333","5","1190777","1858173","41.76584338","-87.5762914","P"
"JD393768","10/09/2020 13:05","052XX W MADISON ST","ASSAULT","SIMPLE","BANK","N","N","1522","29","1141642","1899526","41.88036792","-87.75537001","P"
"JD394294","10/09/2020 20:05","032XX S MORGAN ST","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","913","11","1170167","1883575","41.83602218","-87.65109462","P"
"JD393721","10/09/2020 2:00","006XX N AVERS AVE","THEFT","$500 AND UNDER","STREET","N","Y","1122","27","1150609","1904006","41.89249108","-87.72232668","P"
"JD393908","10/09/2020 14:34","037XX W CHICAGO AVE","NARCOTICS","POSSESS - CRACK","SIDEWALK","Y","N","1112","27","1151402","1905083","41.89543095","-87.71938599","P"
"JD394296","10/09/2020 20:00","015XX S TRIPP AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","1012","24","1148303","1892144","41.85998513","-87.73110142","P"
"JD395156","10/09/2020 18:00","032XX N SHEFFIELD AVE","THEFT","$500 AND UNDER","BAR OR TAVERN","N","N","1924","44","1169039","1921667","41.94057376","-87.65412729","P"
"JD394154","10/09/2020 12:00","057XX S CLAREMONT AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","OTHER (SPECIFY)","N","N","824","16","1161734","1866564","41.78952157","-87.68251101","P"
"JD394343","10/09/2020 20:45","029XX N AUSTIN AVE","THEFT","$500 AND UNDER","ALLEY","N","N","2514","30","1135885","1918869","41.93355193","-87.77604802","P"
"JD394292","10/09/2020 19:48","097XX S HAMILTON AVE","ROBBERY","AGGRAVATED","STREET","N","N","2213","19","1163744","1840079","41.71680089","-87.67588303","P"
"JD394446","10/09/2020 23:09","067XX N NORTHWEST HWY","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1612","41","1124132","1944604","42.00437318","-87.81867248","P"
"JD393472","10/09/2020 6:00","047XX N MALDEN ST","BATTERY","SIMPLE","APARTMENT","N","N","1913","46","1166621","1931521","41.96766578","-87.66273085","P"
"JD385898","10/02/2020 0:20","024XX W 60TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","824","16","1160969","1864806","41.78471324","-87.68536462","P"
"JD394423","10/09/2020 23:03","012XX W 74TH ST","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","734","17","1169274","1855709","41.75957416","-87.655178","P"
"JD395077","10/09/2020 23:00","002XX E OHIO ST","CRIMINAL TRESPASS","TO VEHICLE","OTHER (SPECIFY)","N","N","1834","42","0","0","","","P"
"JD398130","09/29/2020 05:30:00 PM","076XX S HALSTED ST","ROBBERY","ARMED - HANDGUN","GAS STATION","N","N","621","17","1172288","1854297","41.75563372","-87.64417322","P"
"JD394213","10/09/2020 18:30","052XX W BELMONT AVE","THEFT","$500 AND UNDER","STREET","N","N","2514","31","1140865","1920773","41.93868641","-87.75769954","P"
"JD394963","10/09/2020 20:00","001XX E RANDOLPH ST","THEFT","FROM BUILDING","RESTAURANT","N","N","114","42","1177619","1901296","41.88448407","-87.62321302","P"
"JD395145","10/09/2020 17:45","012XX S WABASH AVE","BATTERY","SIMPLE","GROCERY FOOD STORE","N","N","131","3","1176963","1894850","41.86681074","-87.62581703","P"
"JD394246","10/09/2020 19:32","066XX S EVANS AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","321","20","1182358","1861229","41.77442854","-87.60705491","P"
"JE229831","9/01/2020 0:00","059XX N LANDERS AVE","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","N","1621","39","0","0","","","P"
"JD393445","10/09/2020 3:52","048XX S DREXEL BLVD","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","N","N","223","4","1183005","1873039","41.80682118","-87.60431604","P"
"JD398517","09/24/2020 05:15:00 PM","117XX S ELIZABETH ST","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","N","N","524","34","1170108","1826897","41.68049167","-87.65295593","P"
"JD386528","10/02/2020 16:00","016XX W LAKE ST","THEFT","PURSE-SNATCHING","CTA TRAIN","Y","N","1224","27","1165537","1901501","41.88531238","-87.66757363","P"
"JD394001","10/09/2020 16:00","053XX S LAWNDALE AVE","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","STREET","N","N","822","23","1152611","1869052","41.79653365","-87.71589701","P"
"JD393380","10/09/2020 0:20","009XX W 51ST ST","NARCOTICS","POSSESS - COCAINE","STREET","Y","N","933","20","1171007","1871016","41.80154069","-87.64837973","P"
"JD473925","12/23/2020 09:00:00 AM","042XX N MONITOR AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","1624","38","1136590","1927514","41.9572621","-87.77324954","P"
"JD398148","10/07/2020 20:00","042XX N CICERO AVE","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1624","45","1143615","1927574","41.95729785","-87.74742163","P"
"JD394111","10/09/2020 17:43","083XX S STONY ISLAND AVE","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","412","8","1188256","1850062","41.74364657","-87.58578989","P"
"JD393887","10/09/2020 1:00","020XX W WELLINGTON AVE","THEFT","$500 AND UNDER","STREET","N","N","1931","32","1162291","1919919","41.93592119","-87.67897753","P"
"JD394763","10/09/2020 16:00","113XX S AVENUE N","BURGLARY","FORCIBLE ENTRY","RESIDENCE","N","N","433","10","1201234","1830429","41.68945284","-87.53890237","P"
"JD393798","10/09/2020 13:02","015XX N CLYBOURN AVE","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","GROCERY FOOD STORE","N","N","1822","27","1171167","1910123","41.90884995","-87.64664598","P"
"JE131307","2/01/2021 13:26","006XX W 87TH ST","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESIDENCE","N","N","2223","21","1173378","1847109","41.73588489","-87.64039078","P"
"JD396984","10/09/2020 21:07","017XX W 102ND ST","CRIMINAL TRESPASS","TO LAND","RESIDENCE - YARD (FRONT / BACK)","N","N","2213","19","1166645","1836979","41.70823272","-87.66534602","P"
"JD393914","10/09/2020 14:00","094XX S ASHLAND AVE","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","BANK","N","N","2221","21","1167328","1842070","41.72218865","-87.66269961","P"
"JD393475","10/09/2020 6:00","023XX S KEDZIE AVE","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1033","12","1155395","1888232","41.84911071","-87.70517351","P"
"JD394086","10/09/2020 0:00","006XX N GREEN ST","THEFT","$500 AND UNDER","STREET","N","N","1214","27","1170598","1904962","41.89470034","-87.64888746","P"
"JD394015","10/09/2020 16:23","047XX W CHICAGO AVE","ASSAULT","SIMPLE","RESIDENCE","Y","Y","1111","28","1144600","1904890","41.89503218","-87.74437323","P"
"JD395275","10/09/2020 7:00","008XX S PAULINA ST","THEFT","OVER $500","SIDEWALK","N","N","1231","27","1165180","1896388","41.87128948","-87.66902992","P"
"JD396725","10/08/2020 16:00","076XX S SANGAMON ST","CRIMINAL TRESPASS","TO VEHICLE","STREET","N","N","621","17","1171298","1854206","41.75540571","-87.64780399","P"
"JD398822","10/09/2020 9:00","048XX N HAMLIN AVE","THEFT","POCKET-PICKING","CTA BUS","N","N","1712","35","1150186","1931793","41.96874925","-87.72315394","P"
"JD393515","10/09/2020 7:30","046XX S MICHIGAN AVE","BATTERY","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT","APARTMENT","N","N","215","3","1177938","1874249","41.81025796","-87.6228633","P"
"JD394837","10/09/2020 19:00","056XX W MADISON ST","CRIMINAL DAMAGE","TO PROPERTY","SMALL RETAIL STORE","N","N","1513","29","1138876","1899460","41.88023747","-87.76552823","P"
"JE130049","2/01/2021 20:00","026XX N MEADE AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2512","30","1135287","1916861","41.9280524","-87.77829345","P"
"JD398081","09/29/2020 11:30:00 PM","007XX E 77TH ST","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","624","6","1182674","1854122","41.75491889","-87.60611679","P"
"JD397679","10/09/2020 17:00","013XX E 72ND PL","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE","APARTMENT","N","N","324","8","1186481","1857200","41.76327606","-87.59206819","P"
"JD396825","10/09/2020 20:00","055XX N ARTESIAN AVE","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","N","N","2011","40","1158995","1936760","41.98220221","-87.6906264","P"
"JD394527","10/09/2020 23:00","006XX W HUBBARD ST","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","N","N","1214","27","1171727","1903303","41.89012316","-87.64478989","P"
"JD394139","10/09/2020 17:22","120XX S INDIANA AVE","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE","N","N","532","9","1179737","1825319","41.67594733","-87.61775724","P"
"JE189557","4/04/2021 20:00","031XX W WARREN BLVD","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1222","27","1155442","1900184","41.88190733","-87.70467979","P"
"JD394403","10/09/2020 21:53","044XX S HERMITAGE AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","924","15","1165424","1875167","41.81305178","-87.66873698","P"
"JE129763","2/01/2021 22:20","067XX S CAMPBELL AVE","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","RESIDENCE - GARAGE","N","N","832","17","1160870","1859917","41.77129919","-87.68586256","P"
"JE129719","2/01/2021 20:45","015XX N KEDZIE AVE","BATTERY","SIMPLE","APARTMENT","N","N","1422","26","1154748","1909875","41.90851427","-87.70696837","P"
"JE128778","2/01/2021 2:25","052XX S WESTERN AVE","CRIMINAL DAMAGE","TO PROPERTY","GAS STATION","Y","N","923","15","1161260","1869868","41.79859801","-87.68415754","P"
"JE128873","2/01/2021 5:32","106XX S EBERHART AVE","BURGLARY","FORCIBLE ENTRY","RESIDENCE - GARAGE","N","N","512","9","1181461","1834614","41.70141465","-87.61116184","P"
"JE130131","2/01/2021 16:30","063XX N LAKEWOOD AVE","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2433","48","1166464","1942306","41.9972635","-87.66299777","P"
"JE129982","2/01/2021 8:00","001XX W MAPLE ST","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","APARTMENT","N","N","1824","2","1175182","1907599","41.90183483","-87.63197271","P"
"JE129197","2/01/2021 13:03","051XX W CHICAGO AVE","NARCOTICS","MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS","GAS STATION","Y","N","1531","37","1141741","1904839","41.89494561","-87.75487498","P"
"JE130256","2/01/2021 16:00","009XX N CALIFORNIA AVE","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1211","26","1157551","1906212","41.89840606","-87.69677135","P"
"JE131326","2/01/2021 0:00","053XX W POTOMAC AVE","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER","RESIDENCE","N","N","2532","37","1140279","1908133","41.90401166","-87.76016376","P"
"JE129158","2/01/2021 11:53","013XX S HALSTED ST","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION","STREET","Y","N","1232","11","1171245","1893909","41.86435597","-87.64683594","P"
"JE189200","4/04/2021 12:00","001XX N LECLAIRE AVE","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","Y","1532","28","1142350","1900735","41.88367245","-87.75274024","P"
"JE128767","2/01/2021 1:09","039XX N HARLEM AVE","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","Y","N","1632","38","1127359","1925455","41.95177251","-87.80723271","P"
